GB_ACC,GSM29537,GSM29638,GSM29643,GSM29644,GSM29645,GSM29646,GSM29647,GSM29648,GSM29649,GSM29650,GSM29651,GSM29652,GSM29653,ID
NM_016587,1808.5,1127.4,1551.5,1200.9,955.1,1436.6,1366.7,1479.5,2353.8,1120.7,1200.2,1715.8,1595.2,200037_s_at
NM_000985,16003.5,17976.3,13758.9,17692.0,18154.3,18324.7,14341.2,15807.0,17811.5,15750.6,17823.4,14337.1,14384.7,200038_s_at
NM_002794,4167.1,4592.8,4053.2,3626.6,3907.2,2752.7,2936.0,3419.6,2529.2,3137.2,3916.8,2418.1,3212.0,200039_s_at
NM_006559,2812.8,1999.2,1919.0,1960.1,2182.2,1207.8,1646.5,1486.7,1819.3,1439.6,1102.6,1520.5,1699.9,200040_at
NM_004640,3319.7,4176.4,4178.0,4310.2,5774.4,2752.4,3224.9,2949.7,3510.4,2069.5,3447.8,2391.6,2708.2,200041_s_at
NM_014306,2185.4,2322.7,3072.9,2741.6,3023.6,1848.3,1619.5,1695.7,1797.1,2253.3,2979.4,1627.8,2669.9,200042_at
NM_004450,4167.1,4236.1,3008.9,3291.4,6061.5,4566.6,4247.6,5534.3,4649.8,3319.8,3201.2,2474.6,3354.7,200043_at
NM_003769,5228.0,3447.4,2987.6,3544.7,6832.6,3601.8,4056.7,3953.7,2996.8,2695.2,3100.1,2867.7,2919.0,200044_at
NM_001090,1255.3,1644.4,1862.9,1535.5,2451.0,1789.9,1646.6,1851.9,1395.4,933.0,813.8,835.0,1180.0,200045_at
NM_001344,3647.2,3515.6,2811.3,2889.8,6156.1,4924.4,5311.4,5231.1,3775.9,3881.6,5141.1,3723.1,4139.0,200046_at
NM_003403,1931.9,1660.4,1629.2,1759.3,1344.5,1165.7,1420.0,1597.2,1654.2,1177.7,1662.0,1252.9,1607.2,200047_s_at
NM_006694,9491.0,6389.4,5830.6,6230.5,6719.6,4333.0,5174.9,3353.8,3063.3,5949.9,8353.1,4920.5,5831.1,200048_s_at
NM_007067,626.3,358.7,525.9,506.5,566.9,481.5,506.0,336.0,375.2,374.0,407.2,444.8,363.5,200049_at
NM_007145,493.9,592.6,641.1,465.0,292.1,606.7,497.1,535.5,1153.0,337.0,339.2,512.7,439.3,200050_at
NM_005146,482.0,631.5,614.3,648.7,605.6,455.4,408.7,393.4,298.7,195.6,315.1,265.8,302.0,200051_at
NM_004515,1789.9,1953.5,2140.2,2675.2,3679.8,1582.8,2123.6,1272.5,1442.3,1843.0,2659.8,1920.0,2476.2,200052_s_at
NM_004890,1405.3,2010.9,1588.6,1776.6,2222.0,1760.5,1609.9,1406.8,1059.4,1056.0,1182.2,866.5,828.6,200053_at
NM_003904,785.9,568.3,737.6,614.5,413.8,358.1,350.2,454.7,527.0,482.0,320.8,346.2,361.4,200054_at
NM_006284,7424.0,4840.8,3673.6,4595.1,5314.3,4062.5,4296.7,3100.5,2923.6,1551.9,1735.9,1387.1,1493.9,200055_at
NM_006333,418.8,402.1,264.9,216.5,449.6,412.6,322.1,509.7,496.8,341.2,353.1,469.0,457.0,200056_s_at
NM_007363,6643.2,8321.3,6746.0,7127.1,8018.4,4760.1,5278.3,4155.3,4409.9,4870.6,6501.6,4567.8,4943.5,200057_s_at
BC001417,2045.5,2426.0,2645.9,2462.4,2376.5,1519.5,1676.7,1255.7,1580.6,1516.5,2121.8,1436.3,1780.3,200058_s_at
BC001360,9456.7,17370.7,9632.3,12059.5,13888.9,8986.5,11055.7,11371.5,10890.0,11874.0,15155.7,13246.0,13913.2,200059_s_at
BC001659,4526.3,2994.4,2697.1,2709.8,3578.8,2082.9,2492.8,2833.6,2297.0,2214.5,2583.7,1749.8,2509.4,200060_s_at
BC000523,16856.0,16835.7,14148.8,14116.7,21634.6,20970.5,16100.5,19847.0,17178.7,14155.3,15225.7,12146.6,14077.4,200061_s_at
L05095,24204.7,25820.6,25102.3,25950.0,33383.2,26734.4,24366.2,22758.5,16027.9,21937.8,24947.5,17023.1,17750.0,200062_s_at
BC002398,7698.5,9090.4,6484.2,9261.8,8082.5,7858.3,7159.5,7913.9,9818.3,6965.8,6694.9,7162.9,7203.9,200063_s_at
AF275719,4674.1,11590.4,7744.1,9242.2,6804.0,4113.4,4460.9,5389.5,6484.9,7128.8,8428.5,5192.8,7009.2,200064_at
AF052179,8949.8,9593.1,8315.0,11069.1,8799.1,4719.3,8008.4,8042.6,5031.2,9778.3,11638.3,6136.5,8415.0,200065_s_at
AF182645,388.4,852.5,568.5,655.7,668.3,629.3,630.8,911.2,667.7,376.6,512.5,274.7,436.2,200066_at
AL078596,4111.1,3979.7,2199.8,2703.5,3033.9,2855.7,2753.0,3264.2,2321.2,3385.8,2690.0,2422.4,2690.3,200067_x_at
M94859,4857.5,5892.4,6398.7,6473.1,3610.9,4852.5,4195.7,5930.1,4825.3,3465.6,3464.2,2556.0,4109.5,200068_s_at
AI656011,346.3,220.4,329.6,274.0,256.8,258.3,318.2,266.4,178.9,115.3,209.1,152.8,210.7,200069_at
BC001393,635.2,696.7,537.0,690.6,464.5,385.2,399.2,375.4,369.0,432.1,457.6,460.4,424.8,200070_at
BF224259,924.3,952.5,720.6,763.7,737.3,494.2,575.5,705.8,762.9,953.5,1067.1,657.5,1105.8,200071_at
AF061832,1902.2,1670.1,1607.2,1384.2,1920.6,1220.3,1325.6,1680.0,1361.0,642.2,656.1,520.7,725.1,200072_s_at
M94630,2240.8,1923.7,1470.2,1879.3,2516.8,1207.5,1434.9,1381.1,1402.5,787.6,1691.8,1034.3,1393.6,200073_s_at
U16738,11707.1,11621.8,10138.3,8420.9,12382.8,8404.6,7263.5,5462.9,7211.7,8934.2,10565.7,9009.7,9469.2,200074_s_at
BC006249,6527.0,5744.4,4283.3,4259.8,3756.0,2606.4,3325.0,2686.3,2465.7,2842.5,3754.6,2590.5,3126.8,200075_s_at
BC006479,1507.1,2014.5,2229.1,1902.1,1605.6,1322.6,1387.6,1097.6,1011.0,1221.9,1359.5,900.2,933.2,200076_s_at
D87914,13641.3,17003.2,12364.7,14374.0,15905.8,10422.9,10784.3,13499.1,11570.8,16079.6,18412.1,13302.0,13762.7,200077_s_at
BC005876,2589.7,2508.0,2454.4,2291.4,3326.5,2091.2,2958.7,2524.5,1360.2,2357.6,3102.7,1542.0,2473.4,200078_s_at
AF285758,4088.3,4250.7,4518.7,4709.4,3507.4,2983.9,2484.1,2819.4,3119.1,3190.0,3313.0,2356.2,2729.8,200079_s_at
AI955655,7113.9,6442.9,4783.7,6495.0,7087.8,5824.3,6899.0,4767.9,5401.5,5349.9,6884.7,7506.4,6618.4,200080_s_at
BE741754,12135.3,16051.6,13549.3,12577.2,21853.2,19404.0,15933.6,10290.2,17576.2,18099.3,22520.5,15607.9,20458.5,200081_s_at
AI805587,17147.6,18765.0,14946.9,17512.0,20939.6,14557.1,15692.2,15835.2,14855.9,17369.7,20079.8,14781.8,16129.0,200082_s_at
AA621731,2944.3,3343.7,3740.4,4043.5,4369.2,2173.7,2241.8,2293.1,2620.3,3109.6,3500.4,2791.5,3296.4,200083_at
BE748698,1519.4,1888.6,1321.7,1527.6,1079.9,1620.0,1456.5,2495.4,2383.5,1242.6,1333.7,1279.0,1446.4,200084_at
NM_007108,5103.9,5395.5,4967.7,5423.1,7950.9,5089.2,5293.6,6771.0,4459.8,5032.5,7719.0,4080.9,4188.9,200085_s_at
AA854966,6080.3,6693.8,4378.7,4341.7,6813.6,4410.5,4109.8,4055.1,4022.3,6388.8,7968.4,6142.2,6116.1,200086_s_at
AK024976,6618.5,6225.7,5179.1,5052.1,5924.7,5874.6,6323.4,6510.5,7763.4,5545.2,5359.1,5264.9,6088.0,200087_s_at
AK026491,22104.8,23999.4,21609.8,22633.6,28875.1,20661.3,19504.9,17446.2,15811.4,22881.4,30119.3,18589.7,20352.1,200088_x_at
AI953886,10768.7,11520.0,11265.2,12504.8,15525.4,11325.5,12173.6,6985.1,13071.2,10881.2,16979.5,13612.9,14965.5,200089_s_at
BG168896,3063.5,2506.5,2538.5,2294.3,1893.1,2157.3,2332.5,2671.9,2762.9,2155.9,2066.6,1684.4,1957.0,200090_at
AA888388,5534.6,5855.4,4358.8,5327.7,9496.2,6091.7,5880.1,5696.5,8437.1,7976.4,10804.5,10032.6,10099.0,200091_s_at
BF216701,14801.5,16902.7,16202.9,18332.9,25442.3,18238.6,18096.9,17549.5,14500.0,19515.5,23558.8,15636.7,19657.3,200092_s_at
N32864,5258.2,6460.4,4163.7,3535.7,6257.9,4427.6,3617.7,4482.2,4183.2,4855.9,6335.7,4227.7,5340.3,200093_s_at
AI004246,24236.7,23993.2,21716.2,20850.4,22433.3,14777.6,14607.3,7674.1,15105.8,20416.2,22531.6,17412.8,17315.8,200094_s_at
AA320764,31241.8,37180.9,36718.8,31524.8,38715.1,33203.6,28128.3,30062.3,20912.3,34581.2,39062.0,25474.9,24816.6,200095_x_at
AI862255,8669.9,5756.8,6456.2,6834.5,5101.1,4359.5,4829.9,5835.3,3950.3,6858.1,7761.6,4743.6,5808.9,200096_s_at
AI701949,2185.8,2306.7,1658.8,2057.4,2441.6,1818.8,2294.2,2373.4,3149.8,2003.3,2196.5,2622.7,2575.9,200097_s_at
T33068,3661.6,2559.8,2142.9,2704.6,2621.4,2170.1,2140.5,1653.6,1840.2,2549.9,3527.2,2095.9,2493.2,200098_s_at
AL356115,21108.0,26188.3,22483.2,25714.3,26815.2,20106.0,19279.5,14585.1,20776.6,26312.6,27350.9,22255.0,22761.2,200099_s_at
AF346602,2382.0,4537.6,5010.4,4447.5,1587.4,1300.1,1520.1,1614.1,312.0,2107.1,2516.7,1827.7,2036.4,222385_x_at
AB047848,1799.7,2494.7,2398.1,3116.3,1858.1,1181.5,1543.2,946.2,1390.0,1728.3,2339.3,1742.4,1813.0,222386_s_at
BG476669,434.3,531.7,517.6,617.8,297.0,502.2,385.0,693.4,618.1,815.0,714.7,717.1,735.4,222387_s_at
AF186382,1592.1,1763.5,1238.6,1149.4,653.4,1245.5,1100.3,1599.5,1095.5,695.3,796.2,600.0,889.5,222388_s_at
BE879807,637.2,708.9,500.5,506.8,449.5,635.1,664.4,954.4,797.3,380.0,426.8,564.7,708.5,222389_s_at
AL135461,1472.9,1200.8,1182.0,963.4,794.6,1370.3,1207.7,1462.8,1888.3,753.9,992.5,839.2,1262.2,222390_at
AL080250,977.2,829.3,497.6,563.0,373.2,978.0,1003.3,945.9,1481.7,805.9,740.3,1108.4,588.7,222391_at
AJ251830,1934.4,2190.4,971.5,1314.4,737.5,1140.6,1506.1,2862.0,2452.1,2848.9,1665.3,1785.4,1814.2,222392_x_at
AU149868,337.9,490.1,584.8,446.0,172.8,349.8,285.5,385.7,596.2,450.5,425.9,454.8,552.8,222393_s_at
BG484789,364.9,399.3,352.4,517.6,241.0,214.1,377.8,232.6,486.2,236.0,369.5,268.1,391.7,222394_at
BE544096,1633.8,3928.8,3490.3,3153.1,1796.8,1337.2,1345.8,2151.3,1108.3,897.7,854.0,1151.5,962.3,222395_s_at
AF060925,2036.1,2062.6,1380.4,1595.6,1775.6,1030.9,1366.8,1301.2,862.4,1817.1,2436.2,1022.9,1344.7,222396_at
BE966409,72.6,66.8,76.4,48.9,44.8,50.0,30.1,34.6,29.9,48.3,47.3,40.4,22.9,222397_at
BC002360,2294.3,3182.7,2300.9,2759.8,2109.3,1258.9,1784.7,1546.1,1365.1,2058.6,2346.7,1623.9,1813.4,222398_s_at
BG104571,1389.3,764.9,1091.6,953.9,575.3,743.5,766.7,1153.4,1810.5,953.4,1008.8,1126.7,1358.7,222399_s_at
BC001467,5642.6,4367.4,5192.0,4716.3,6276.1,4865.4,4011.2,3471.4,4285.7,3767.0,2910.9,2934.6,3001.2,222400_s_at
AL550722,4834.4,5376.5,4966.8,4278.2,2655.4,3483.8,3037.7,5276.2,2677.1,3656.7,4443.1,2463.0,3430.1,222401_s_at
BC003390,107.5,130.4,113.1,100.6,101.2,162.4,96.2,152.1,195.9,153.3,142.4,194.3,185.3,222402_at
AV756532,932.3,885.9,766.4,872.4,696.5,670.4,675.1,537.1,712.3,560.1,613.4,459.6,551.3,222403_at
AI984229,2947.3,3218.7,1931.2,1733.5,2905.3,2093.2,2790.8,2977.1,1402.8,2219.2,1801.9,1783.2,1625.4,222404_x_at
AL573951,1996.9,2181.2,1421.2,1803.8,1953.7,1714.7,1973.9,2225.6,1545.1,1799.6,1612.2,1364.1,1435.7,222405_at
AV738970,69.9,205.8,164.2,192.5,53.7,170.7,173.0,162.0,278.2,123.0,128.9,118.8,155.8,222406_s_at
AI493587,264.0,616.9,606.5,498.6,342.9,962.8,895.1,488.7,414.8,446.0,290.5,383.6,321.3,222407_s_at
BC000836,1152.5,1703.4,1730.2,1677.6,999.0,1717.1,1597.2,2139.3,1627.6,1421.8,1764.1,1060.6,1270.7,222408_s_at
AL162070,2222.6,3047.4,1864.3,2651.0,2059.7,1666.9,2183.3,2705.4,2248.1,1206.1,1375.2,1076.6,1074.9,222409_at
AF121856,1944.8,2835.0,1783.6,2404.6,1007.1,1609.4,1359.5,2296.0,2301.0,1587.1,1514.7,1402.6,1575.8,222410_s_at
AW087870,3047.7,3145.6,4611.1,3737.7,2517.7,3255.9,3948.4,3638.3,3431.4,2917.7,2974.5,2304.5,2966.1,222411_s_at
AW150923,409.0,608.7,454.5,549.5,385.2,669.2,988.7,660.9,686.2,830.8,983.6,1284.1,1157.3,222412_s_at
AW137099,234.1,264.4,339.3,174.8,331.6,276.2,440.5,491.9,263.7,369.1,240.4,353.3,298.2,222413_s_at
AA121529,237.1,303.9,400.2,273.6,195.8,383.6,314.5,295.1,539.7,212.8,291.6,260.7,369.0,222414_at
BE962679,256.0,309.8,324.7,231.7,277.7,247.7,382.0,254.8,406.2,184.7,193.6,209.4,340.4,222415_at
U76542,1901.2,1494.6,1496.2,1856.8,1635.6,719.9,1086.6,968.6,992.4,1177.0,2267.7,1592.5,1630.4,222416_at
AF121855,1003.0,500.6,375.1,496.9,460.3,450.2,246.9,549.5,632.8,611.1,693.9,589.6,609.4,222417_s_at
AA115485,1269.2,2119.0,2221.8,1946.2,1361.5,860.4,953.5,925.2,1111.9,1243.4,1786.8,1114.9,1645.5,222418_s_at
AW205983,63.3,38.7,60.9,27.2,63.8,26.2,19.7,23.6,14.0,12.8,58.1,12.5,103.7,222419_x_at
Z29331,1199.6,2496.4,1023.3,1254.5,1589.8,2326.5,2372.1,3307.7,745.8,1724.2,1419.7,1285.7,1233.0,222420_s_at
BF435617,1003.1,2272.2,1237.8,1265.1,1065.1,1430.8,1375.8,1785.6,2744.1,1574.0,1267.2,1060.6,1057.9,222421_at
AW167859,1479.2,946.9,1009.3,841.5,748.9,697.0,599.2,730.7,656.6,908.3,1157.7,796.8,948.4,222422_s_at
H05010,670.5,571.2,419.2,515.6,521.9,673.5,587.3,608.2,715.9,527.3,689.7,552.0,617.7,222423_at
BC000805,263.5,201.3,260.7,706.9,324.7,739.3,643.0,397.7,211.7,263.9,334.7,301.9,187.4,222424_s_at
AW151250,2021.1,1354.8,811.5,1261.1,668.5,425.1,398.3,392.2,373.3,529.3,839.9,130.2,250.5,222425_s_at
BG499947,445.5,713.0,369.3,454.1,503.8,316.3,435.4,329.4,380.4,507.0,414.3,503.8,540.8,222426_at
AK021413,749.0,1212.3,1272.7,1401.5,450.9,590.5,609.9,692.7,1483.0,639.4,881.2,625.6,923.0,222427_s_at
D84223,608.5,1267.7,900.2,1110.3,472.7,552.6,526.1,571.1,1510.6,667.4,736.3,684.5,874.7,222428_s_at
AF077353,1089.1,925.8,879.2,889.5,978.4,774.7,769.4,764.9,817.7,609.1,974.4,656.7,713.1,222429_at
BC002559,2773.1,2011.3,1397.7,1691.2,1798.2,1283.1,1422.7,1675.2,1225.7,1725.1,1671.2,1175.0,1294.1,222430_s_at
AL136719,1276.4,1584.4,1079.1,1647.8,1246.1,716.4,1015.1,909.3,1353.7,987.3,1300.0,1118.3,1257.2,222431_at
AF113221,429.3,435.9,516.4,298.2,184.9,329.3,253.4,400.8,463.9,335.6,257.8,393.6,407.3,222432_s_at
AK025108,2571.8,3216.3,3390.6,2674.4,1551.1,2262.1,2549.1,1785.4,2834.3,1299.8,1083.9,960.1,1634.6,222433_at
AI963713,153.4,248.2,249.3,183.1,165.5,157.0,246.0,105.8,322.6,289.0,258.7,210.2,315.8,222434_at
AF161502,1524.0,1262.5,1011.5,1153.9,956.1,774.4,981.9,681.9,1001.4,753.2,1086.4,751.2,815.7,222435_s_at
AF219226,484.1,1016.0,1182.8,1107.7,1164.8,830.0,749.4,724.7,933.4,803.3,828.6,752.6,861.9,222436_s_at
BC004419,2282.7,3248.1,2580.2,2861.7,2554.5,1689.1,1900.8,1687.9,1646.1,1950.7,1849.4,1624.9,1907.1,222437_s_at
AK001934,62.7,67.4,63.2,71.1,104.5,110.0,66.9,57.8,96.4,5.2,20.0,118.5,74.2,222438_at
BE967048,326.3,170.8,69.3,38.1,450.2,378.9,601.7,596.7,23.9,580.7,835.0,733.7,641.8,222439_s_at
AL576205,419.4,432.0,356.0,278.3,807.1,323.6,413.1,464.9,548.1,350.0,238.8,571.1,625.5,222440_s_at
BF032213,377.8,726.8,649.5,566.9,456.6,703.6,491.4,531.3,891.7,874.0,989.5,740.0,928.4,222441_x_at
AW055237,870.0,462.9,526.6,563.7,259.7,334.4,254.8,410.8,950.8,441.0,485.0,424.1,586.1,222442_s_at
AF182415,711.2,971.2,760.6,767.1,768.8,742.6,655.1,774.8,833.6,521.5,566.2,489.1,629.3,222443_s_at
AL121883,273.7,319.2,256.0,200.5,185.9,310.3,447.8,407.5,557.3,332.6,300.2,279.1,349.6,222444_at
AK025831,1045.5,1439.5,1266.7,1230.9,1047.6,1090.6,886.5,1051.0,1119.4,1016.6,1059.1,952.8,992.8,222445_at
AF178532,1262.0,671.9,1258.8,1001.6,615.1,610.4,774.3,915.9,621.5,874.0,1064.2,1030.6,897.5,222446_s_at
BC000195,682.5,721.0,378.3,580.8,785.7,851.2,645.0,607.1,848.8,686.2,709.5,730.6,661.6,222447_at
AF112216,720.4,600.0,461.5,513.6,255.8,390.1,411.5,511.8,1027.3,449.9,479.2,460.9,632.7,222448_s_at
AL035541,297.1,392.5,495.1,316.1,327.9,345.2,389.6,347.3,270.1,299.4,418.2,206.5,418.9,222449_at
AL035541,340.9,575.4,419.5,393.2,329.3,296.0,482.9,288.4,275.2,279.4,540.2,145.0,432.3,222450_at
BC003128,950.5,1049.8,1261.3,1081.2,604.0,522.4,837.6,1071.4,515.9,633.4,826.1,1097.5,839.0,222451_s_at
AA741071,276.1,639.0,496.5,765.0,239.7,251.5,240.4,290.9,421.2,301.5,427.6,286.3,427.4,222452_s_at
AL136693,2400.7,2549.8,1946.7,4310.2,1252.0,2757.1,3322.0,4063.3,3545.4,1653.4,3102.8,1594.1,1519.7,222453_at
BG107577,2448.0,1747.4,1587.9,2010.2,741.7,690.1,843.1,395.7,612.8,506.7,1111.6,521.9,954.1,222454_s_at
AF237771,1005.3,884.7,752.5,942.8,416.2,474.3,525.6,332.9,666.8,609.2,711.9,841.6,748.9,222455_s_at
BF197289,25.7,59.2,14.9,51.6,34.7,69.4,102.5,78.3,52.6,179.7,95.5,95.0,136.9,222456_s_at
BC001247,510.4,1586.7,984.8,741.6,303.1,863.4,860.6,1145.3,1132.7,1159.3,950.1,674.6,918.2,222457_s_at
AI205764,674.6,787.2,501.3,821.8,514.4,288.2,335.9,675.1,371.6,586.4,730.7,488.1,600.2,222458_s_at
BG109865,439.6,382.6,261.8,425.6,518.2,374.9,398.5,368.4,426.3,492.2,581.4,694.8,646.0,222459_at
AI655644,958.0,769.7,653.1,928.7,628.9,452.2,583.7,837.8,419.4,677.8,633.3,666.2,408.3,222460_s_at
BE671173,42.4,133.9,189.7,176.7,81.7,75.2,123.4,94.7,73.6,186.0,106.4,149.1,105.2,222461_s_at
AI653425,1882.2,2061.3,2408.2,2215.4,1243.8,993.8,1095.1,923.1,836.6,1425.7,1826.8,1378.4,1627.2,222462_s_at
AF190725,1004.2,857.7,942.0,1129.6,1105.3,1116.4,1365.7,730.4,306.1,759.9,645.5,612.2,560.2,222463_s_at
BC004183,750.7,646.1,512.4,653.3,427.7,280.4,350.5,591.1,527.0,382.2,650.3,340.4,567.4,222464_s_at
AF165521,752.3,844.8,582.7,1140.3,959.7,893.5,631.8,936.8,1622.2,1184.7,1567.0,1341.9,1419.9,222465_at
AL136659,300.9,423.2,319.7,315.7,247.8,367.6,350.4,408.7,347.9,313.5,231.9,270.0,376.5,222466_s_at
AK023950,243.1,546.1,435.3,518.5,246.3,296.0,321.4,303.3,566.1,350.7,458.5,365.3,441.0,222467_s_at
W58365,706.3,637.0,648.1,515.1,562.0,473.4,500.5,658.7,659.0,260.3,347.5,336.4,438.5,222468_at
AL136835,310.5,317.6,565.4,362.5,382.4,257.4,294.3,267.0,150.2,200.1,309.9,213.9,237.2,222469_s_at
AA033998,84.2,343.8,301.1,337.5,291.8,218.7,205.7,219.2,198.9,269.5,275.5,230.5,251.3,222470_s_at
AI743396,234.6,258.4,232.0,173.1,188.5,190.3,206.1,206.9,181.2,170.3,175.5,120.6,175.5,222471_s_at
BF055271,197.1,258.6,198.0,296.9,165.5,234.6,219.9,326.0,368.5,165.0,127.9,156.7,116.4,222472_at
AI807103,251.0,295.9,283.4,218.7,84.4,247.8,212.2,231.7,762.8,285.0,251.3,174.8,412.5,222473_s_at
AB041906,276.8,709.1,478.4,268.1,1131.2,1142.0,1528.1,497.4,645.6,886.8,462.6,260.9,702.8,222474_s_at
AK023157,292.5,440.4,371.2,313.0,330.4,257.9,326.4,329.8,298.5,255.4,340.3,218.8,227.5,222475_at
AA633196,176.3,229.9,328.0,239.7,104.1,393.5,351.5,310.5,393.6,172.5,226.4,145.1,247.5,222476_at
BC005176,1280.2,1415.6,1292.3,1173.2,879.5,847.9,951.9,1385.1,922.8,1184.5,1564.5,1060.2,1369.4,222477_s_at
